Title,Developer(s) 
Shinki Gensou: Spectral Souls II,Idea Factory
Shinjuku no Ōkami,Y'sK
Shinkon Gattai Godannar!!,"Natsume Co., Ltd."
Shinkyoku Sōkai Polyphonica,Ocelot
Shinkyoku Sōkai Polyphonica: 3&4 Hanashi Kanketsuhen,Ocelot
Shinkyoku Sōkai Polyphonica: After School,Prototype
Shinkyoku Sōkai Polyphonica: The Black ~Episode 1&2 CS Edition~,Ocelot
Shinobi,Overworks
"Shinobido: Way of the Ninja •Shinobido ImashimeJP,KO",Acquire
Shinobido Takumi,Acquire
Shinseiki Evangelion 2: Evangelions,Alfa System
Shinseiki Evangelion: Ayanami Ikusei Keikaku with Asuka Hokan Keikaku,Gainax
Shinseiki Evangelion: Battle Orchestra,Gainax
Shinseiki Evangelion: Koutetsu no Girlfriend 2nd,Gainax
Shinseiki Evangelion: Koutetsu no Girlfriend Special Edition,Gainax
Shinseiki Evangelion: Typing E-Keikaku,Gainax
Shinseiki GPX Cyber Formula: Road to the Infinity,Atelier-Sai
Shinseiki GPX Cyber Formula: Road to the Infinity 2,Sunrise Interactive
Shinseiki GPX Cyber Formula: Road to the Infinity 3,Sunrise Interactive
Shinseiki GPX Cyber Formula: Road to the Infinity 4,Sunrise Interactive
Shinseiki Yūsha Taisen,Winkysoft
Shinten Makai: Generation of Chaos V,Neverland
Shirachū Tankenbu,Nex Entertainment
Shirogane no Soleil: Contract to the Future – Mirai e no Keiyaku,Russel
Shirogane no Torikago: The Angels with Strange Wings,Starfish SD
Shogi •SuperLite 2000 Table: ShogiJP,Success
The Shogi •Simple 2000 Honkaku Shikou Series Vol. 1: The ShogiJP,Yuki
Shogi 4 •Value 2000 Series: Shogi 4JP,Magnolia
Shogi World Champion Gekihashi 2,Mycom
Shogun's Blade •Simple 2000 Series Vol. 47: The Kassen GekigaharaJP,Tamsoft
Shooting Love: Trizeal,Triangle Service
Short Track Racing: Trading Paint,Big Ant Studios
Shoubi no Ki ni Shoubi no Hanasaku: Das Versprechen,Interchannel
Shoujo Mahou Gaku Littlewitch Romanesque,Blackjack
Shoujo Yoshitsuneden,Vridge
Shoujo Yoshitsuneden 2,Vridge
Shoukan Shoujo: Elemental Girl Calling,Vridge
"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",Vridge
Showdown: Legends of Wrestling,Acclaim Studios Austin
Shox •Rally ShoxJP,Electronic Arts
Shrek 2,Luxoflux
Shrek: Super Party,Mass Media Inc.
Shrek's Carnival Craze,Ivolgamus
Shuffle! On the Stage,Navel
Shūmatsu Shoujo Gensou Alicematic Apocalypse,Caramel Box
Sidewinder Max,Asmik Ace Entertainment
Silent Hill 2,KCET
Silent Hill 2: Director's Cut •Silent Hill 2: Saigo no UtaJP,KCET
Silent Hill 3,KCET
Silent Hill 4: The Room,KCET
Silent Hill: Origins,Climax Studios
Silent Hill: Shattered Memories,Climax Studios
Silent Line: Armored Core •Armored Core 3: Silent LineJP,FromSoftware
Silent Scope,Konami
Silent Scope 2: Dark Silhouette •Silent Scope 2: Innocent SweeperJP •Silent Scope 2: Fatal JudgementEU,Konami
Silent Scope 3,Konami
Silpheed: The Lost Planet,"Game Arts, Treasure"
Simoun: Shoubi Sensou – Fuuin no Remersion,Marvelous Entertainment
The Simpsons Game,EA Redwood Shores
The Simpsons: Hit & Run,Radical Entertainment
The Simpsons: Road Rage,Radical Entertainment
The Simpsons Skateboarding,The Code Monkeys
The Sims •Sim PeopleJP,Edge of Reality
The Sims 2,Maxis
The Sims 2: Castaway,EA Redwood Shores
The Sims 2: Pets,Maxis
The Sims Bustin' Out •The SimsJP,Maxis
Sinbad Adventure wa Enomoto Kanako de Dou Desu ka,Aruze
SingStar,London Studio
SingStar '80s,London Studio
SingStar '80s (EU version),London Studio
SingStar '90s,London Studio
SingStar ABBA,London Studio
SingStar Afrikaansee Treffers,London Studio
SingStar Amped,London Studio
SingStar Anthems,London Studio
SingStar Apres-Ski Party,London Studio
SingStar Apres-Ski Party 2,London Studio
SingStar: The Biggest Solo Stars •Singstar: Polskie HityPL,London Studio
SingStar Bollywood,London Studio
SingStar Boy Bands vs Girl Bands,London Studio
SingStar Chart Hits,London Studio
SingStar Chartbreaker,London Studio
SingStar Country,London Studio
SingStar Deutsch Rock-Pop,London Studio
SingStar Deutsch Rock-Pop Vol.2,London Studio
SingStar Die Toten Hosen,London Studio
SingStar Fussballhits,London Studio
SingStar Hottest Hits,London Studio
SingStar Italian Party,London Studio
SingStar Italian Party 2,London Studio
SingStar La Edad de Oro del Pop Espanol,London Studio
SingStar Latino,London Studio
SingStar Latino (EU Version),London Studio
SingStar Legends,London Studio
SingStar Made in Germany,London Studio
SingStar Mallorca Party,London Studio
SingStar Mecano,London Studio
SingStar Miliki,London Studio
SingStar: Morangos com Acucar,London Studio
SingStar Motown,London Studio
SingStar Norsk pa Norsk,London Studio
SingStar Operacion Triunfo,London Studio
SingStar Party,London Studio
SingStar Party Hits,London Studio
SingStar Patito Feo,London Studio
SingStar Pop,London Studio
SingStar Pop Hits,London Studio
SingStar Pop Hits 2,London Studio
SingStar Pop Hits 3,London Studio
SingStar Pop Hits 4,London Studio
SingStar Pop Vol. 2,London Studio
SingStar Queen,London Studio
SingStar R&B,London Studio
SingStar Rock Ballads,London Studio
SingStar Rocks!,London Studio
SingStar Schlager,London Studio
SingStar Singalong With Disney,London Studio
SingStar Studio 100,London Studio
SingStar Svenska Hits Schlager,London Studio
SingStar Take That,London Studio
SingStar top.it,London Studio
SingStar Turkish Party,London Studio
SingStar Vasco,London Studio
SingStar: The Wiggles,London Studio
Siren •Forbidden SirenPAL,Japan Studio
Siren 2 •Forbidden Siren 2PAL,Japan Studio
Sitting Ducks,Asobo Studio
Skate Attack,Zeroscale
Skateboard Madness Xtreme Edition,Phoenix Games
Ski Alpin 2005,49Games
Ski & Shoot,Crave Entertainment
Ski Jump Pair Reloaded,Kamui
Ski Racing 2005,Coldwood Interactive
Ski Racing 2006,Coldwood Interactive
Ski-doo Snow X Racing •SXR: Snow X RacingEU,Coldwood Interactive
Skip Beat!,5pb
Sky Odyssey •The Sky OdysseyJP,Cross
Sky Surfer,Toka
SkyGunner,PixelArts
Skyscraper,Atomic Planet Entertainment
Slam Tennis,Infogrames
Sled Storm,EA Canada
Slot! Pro Dx: Fujiko 2,Heiwa Corporation
Slotter UP Core,Aristocrat Leisure
Slotter UP Core 10: Mach GoGoGo2,Aristocrat Leisure
Slotter UP Core 11: Kyoujin no Hoshi IV,Aristocrat Leisure
Slotter UP Core 12: PinPon,Aristocrat Leisure
Slotter UP Core 2,Aristocrat Leisure
Slotter UP Core 3,Aristocrat Leisure
Slotter UP Core 4: Don-chan Gekiuchi! Jissen Pachi-Slot Ore Izuma,Aristocrat Leisure
Slotter UP Core 5,Aristocrat Leisure
Slotter UP Core 6,Aristocrat Leisure
Slotter UP Core 7: Dekitou da! Street Fighter II,Aristocrat Leisure
Slotter UP Core 8: Kyojin no Hoshi III,Aristocrat Leisure
Slotter UP Core 9,Aristocrat Leisure
Slotter UP Core Alpha,Aristocrat Leisure
Slotter UP Mania,Pioneer
Slotter UP Mania 10: Pioneer Special III,Pioneer
Slotter UP Mania 11: 2027 vs 2027 II,Trade
Slotter UP Mania 2,Kitadenshi
Slotter UP Mania 3,EMA
Slotter UP Mania 4,Pioneer
Slotter UP Mania 5,Aristocrat Leisure
Slotter UP Mania 6,Pioneer
Slotter UP Mania 7,Pioneer
Slotter UP Mania 8,Kitadenshi
Slotter UP Mania 9,EMA
Sly 2: Band of Thieves •Kaitou Sly Cooper 2JP,Sucker Punch Productions
Sly 3: Honor Among Thieves,Sucker Punch Productions
Sly Cooper and the Thievius Raccoonus,Sucker Punch Productions
Smarties: Meltdown,EM Studios
Smash Cars •Buggy Grand Prix: Kattobi! Dai-SakusenJP,Creat Studios
Smash Court Tennis Pro Tournament •Smash Court Pro TournamentJP,Namco
"Smash Court Tennis Pro Tournament 2 •Smash Court Pro Tournament 2JP,KO",Namco
Smuggler's Run •Crazy Bump's: Kattobi Car BattleJP,Angel Studios
Smuggler's Run 2: Hostile Territory,Angel Studios
The Sniper 2 •Simple 2000 Series Vol. 16 – The Sniper 2: Akuma no JuudanJP,Best Media
Sniper Assault,Phoenix Games
Sniper Elite,Rebellion Developments
SNK Arcade Classics Vol. 1,SNK Playmore
SNK Slot Panic Kyuuji,SNK Playmore
SnoCross 2: Featuring Blair Morgan,Sensory Sweep Studios
Snoopy vs. the Red Baron,Smart Bomb Interactive
Snow,HuneX
The Snow Queen Quest,Broadsword Interactive
Snow Rider,Phoenix Games
Snow White and the 7 Clever Boys,Phoenix Games
Snowboard Heaven,Capcom
Snowboard Racer 2 •Simple 2000 Series Vol. 6: The SnowboardJP,Atelier Double
Soccer America: International Cup •Greatest StrikerJP •International League SoccerEU,Taito
Soccer Kantoku Saihai Simulation: Formation Final,Konami
Soccer Life!,Cavia
Soccer Life 2,Cavia
Soccer Mania •Football ManiaEU,Silicon Dreams Studio
Soccer Tsuku 2002: J.League Pro Soccer Club o Tsukurou!,Smilebit
SOCOM U.S. Navy SEALs,Zipper Interactive
SOCOM II U.S. Navy SEALs,Zipper Interactive
SOCOM 3 U.S. Navy SEALs,Zipper Interactive
SOCOM U.S. Navy SEALs: Combined Assault,Zipper Interactive
Sokudoku Master,Magnolia
Sol Divide,Psikyo
Soldier of Fortune: Gold Edition,Pipedream Interactive
Son of The Lion King,Phoenix Games
Sonic Gems Collection,Sonic Team
Sonic Heroes,Sonic Team
Sonic Mega Collection Plus,Sonic Team
Sonic Riders,Sonic Team
Sonic Riders: Zero Gravity,Sonic Team
Sonic Unleashed,Sonic Team
The Sopranos: Road to Respect,7 Studios
Sorairo no Fuukin Remix,PrincessSoft
Sorayume,Takuyo
Soshite Bokura wa... And He Said,Interchannel
Soshite Kono Sora ni Kirameku Kimi no Uta,Datam Polystar
Soshite Kono Sora ni Kirameku Kimi no Uta XXX,Datam Polystar
Sotsugyou 2nd Generation,GeneX
Soukoku no Kusabi: Hiiro no Kakera 3,Idea Factory
Soukou Kihei Votoms,Yuke's
Soul Eater: Battle Resonance,BEC
Soul Link Extension,Examu
Soul Nomad & the World Eaters •Soul Cradle: Sekai o Kurau MonoJP,Nippon Ichi Software
Soul Reaver 2,Crystal Dynamics
Soulcalibur II,Namco
Soulcalibur III,Namco
Sōsei no Akuarion,Sting
Soutenryuu: The Arcade,Taito
Space Channel 5,UGA
Space Channel 5: Part 2,UGA
Space Chimps,Red Tribe
Space Fishermen,Land Ho!
Space Invaders Anniversary,Taito
Space Invaders: Invasion Day •Space RaidersJP •Simple 2000 Series Vol. 52: The Chikyuu Shinryokugun: Space RaidersJP,Taito
Space Race,Infogrames Melbourne House
Space Rebellion,Phoenix Games
Space Venus Starring Morning Musume,Sony Music Entertainment
Space War Attack •Simple 2000 Series Vol. 78: The Uchuu DaisensouJP,Bit Town
Spartan: Total Warrior,The Creative Assembly
Spawn: Armageddon,Point of View
Special Forces •Simple 2000 Series Vol. 108: The Nippon TokushubutaiJP,Vingt-et-un Systems
Spectral Force Chronicle,Neverland
Spectral Force: Radical Elements,Neverland
Spectral Gene,Neverland
Spectral Souls,Neverland
Spectral vs Generation,Idea Factory
Speed Challenge: Jacques Villeneuve's Racing Vision,Ubisoft Bucharest
Speed Kings,Climax Studios
Speed Machines III,Phoenix Games
Speed Racer,Sidhe Interactive
Speedboat GP,Phoenix Games
Sphinx and the Cursed Mummy,Eurocom
Spider-Man,Treyarch
Spider-Man 2,Treyarch
Spider-Man 3,Vicarious Visions
Spider-Man: Friend or Foe,Next Level Games
Spider-Man: Web of Shadows – Amazing Allies Edition,Amaze Entertainment
The Spiderwick Chronicles,Stormfront Studios
SpinDrive Ping Pong •Fukuhara Ai no Takkyu IcchokusenJP,Success
Splashdown,Rainbow Studios
Splashdown – Rides Gone Wild,Rainbow Studios
Splatter Master •Simple 2000 Series Vol. 64: The Splatter ActionJP,Vingt-et-un Systems
SpongeBob SquarePants: Battle for Bikini Bottom,Heavy Iron Studios
SpongeBob SquarePants: Creature from the Krusty Krab •SpongeBobJP,Blitz Games
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Incinerator Studios
"SpongeBob SquarePants: Lights, Camera, Pants!",THQ Studio Australia
The SpongeBob SquarePants Movie,Heavy Iron Studios
SpongeBob SquarePants: Revenge of the Flying Dutchman,Big Sky Software
SpongeBob's Atlantis SquarePantis,Blitz Games
Springdale: Riding Adventures,Hidden Entertainment
Sprint Car Challenge,Liquid Games
Sprint Cars 2: Showdown at Eldora,Big Ant Studios
Sprint Cars: Road to Knoxville,Big Ant Studios
Spy Fiction,Access Games
Spy Hunter,Paradigm Entertainment
Spy Hunter 2,Angel Studios
Spy Hunter: Nowhere to Run,Terminal Reality
Spy vs. Spy,Vicious Cycle Software
Spyro: A Hero's Tail,Eurocom
Spyro: Enter the Dragonfly,Check Six Games
SSX •X-treme Racing SSXJP,EA Canada
SSX 3,EA Canada
SSX on Tour,EA Canada
SSX Tricky,EA Canada
Stacked with Daniel Negreanu •StackedPAL,5000 ft Inc.
Standard Daisenryaku: Dengekisen,SystemSoft Alpha
Standard Daisenryaku: Shiwareta Shouri,SystemSoft Alpha
Star Ocean: Till the End of Time •Star Ocean 3: Till the End of TimeJP,tri-Ace
Star Soldier,Hudson Soft
Star Trek: Conquest,4J Studios
Star Trek: Encounters,4J Studios
Star Trek: Shattered Universe,Starsphere Interactive
Star Trek: Voyager – Elite Force,PipeDream Interactive
Star Wars: Battlefront,Pandemic Studios
Star Wars: Battlefront II,Pandemic Studios
Star Wars: Bounty Hunter •Star Wars: Jango FettJP,LucasArts
Star Wars: The Clone Wars,Pandemic Studios
Star Wars: The Clone Wars – Republic Heroes,Krome Studios
Star Wars Episode III: Revenge of the Sith •Star Wars Episode III: Sith no FukushuuJP,The Collective
Star Wars: The Force Unleashed,Krome Studios
Star Wars: Jedi Starfighter,LucasArts
Star Wars Racer Revenge,Rainbow Studios
Star Wars: Starfighter,LucasArts
Star Wars: Super Bombad Racing,Lucas Learning
Starsky & Hutch,Mind's Eye Productions
StarTRain: Your Past Makes Your Future,PrincessSoft
State of Emergency,VIS Entertainment
State of Emergency 2 •State of Emergency RevengeJP,DC Studios
Steady x Study,Idea Factory
Stealth Force 2,Midas Interactive Entertainment
Stealth Force: The War on Terror,Atomic Planet Entertainment
Steam Express,Phoenix Games
"Steambot Chronicles •Poncotsu Roman Daikatsugeki Bumpy TrotAS,JP,KO",Irem
Steamboy,SIMS
Steel Dragon EX •Simple 2000 Series Vol. 37: The Shooting: Double ShienryuJP,Warashi
Stella Deus: The Gate of Eternity •Stella DeusJP,Pinegrow
Stepping Selection,Jaleco
Stock Car Crash,Brain in a Jar
Stolen,Blue 52
Strawberry Panic! Girls' School in Fullbloom,MediaWorks
Strawberry Shortcake: The Sweet Dreams Game,EKO Software
Street Boyz •Simple 2000 Ultimate Series Vol. 21: Kenka Joutou! Yankee BanchouJP,Tamsoft
Street Cricket Champions,Trine Games
Street Cricket Champions 2,Trine Games
Street Dance,Oxygen Games
Street Fighter III: 3rd Strike – Fight for the Future,Capcom
Street Fighter Alpha Anthology •Street Fighter Zero: Fighters GenerationJP,Capcom
Street Fighter EX3,Arika
Street Golfer •Simple 2000 Ultimate Series Vol. 12: Street GolferJP,Polygon Magic
Street Hoops,Black Ops Entertainment
Street Mahjong Trans-Asakami 2,Sunsoft
Street Racing Syndicate,Eutechnyx
Street Warrior,Phoenix Games
Stretch Panic •Freak OutEU •Hippa LindaJP,Treasure
Strike Force Bowling,LAB Rats Games
Strike Witches: Anata to Dekiru Koto – A Little Peaceful Days,Russel
Stuart Little 3: Big Photo Adventure,Magenta Software
Stunt GP,Team17
Stuntman,Reflections Interactive
Stuntman: Ignition,Paradigm Entertainment
Stylish Mahjong Usagi •Simple 2000 Ultimate Series Vol. 22: Stylish Mahjong UsagiJP,Warashi
Sub Rebellion •U: Underwater UnitJP,Racjin
Sudoku •SuperLite 2000 Puzzle: SudokuJP,Success
The Suffering,Surreal Software
The Suffering: Ties That Bind,Surreal Software
Sugar + Spice! Anoko no Suteki na Nanimokamo,Alchemist
Sugar Sugar Rune: Koimo Osharemo Pick-Up,Bandai
Suggoi! Arcana Heart 2,Examu
Sui-Sui-Sweet,Tactics
Suigetsu Mayoi-Gokoro,KID
Suika A.S+ Eternal Name,Circus
Suikoden III •Gensō Suikoden IIIJP,Konami
Suikoden IV •Gensō Suikoden IVJP,Konami
Suikoden V •Gensō Suikoden VJP,Konami
Suikoden Tactics •RhapsodiaJP,Konami
The Suiri •Simple 2000 Series Vol. 67: The Suiri ~Soshite Daremo InakunattaJP,Tomcat System
The Suiri: Aratanaru 20 no Jikenbo •Simple 2000 Series Vol. 17: The Suiri – Aratanaru 20 no JikenboJP,Tomcat System
Suki Namono wa Suki Dakarashou Ganai!! First Limit & Target Nights: Sukisyo Episode #1 & #2,Interchannel
Suki Namono wa Suki Dakarashou Ganai!! Rain: Sukisyo Episode #3,Interchannel
Sukusuku Inufuku,Video System
The Sum of All Fears,Red Storm Entertainment
Summer Athletics,49Games
Summer Heat Beach Volleyball,Acclaim Studios Cheltenham
Summon Night 3,Flight-Plan
Summon Night 4,Flight-Plan
Summon Night EX-Thesis: Yoake no Tsubasa,Flight-Plan
Summon Night Gran-These: Horobi no Tsurugi to Yakusoku no Kishi,Flight-Plan
Summoner,Volition
Summoner 2,Volition
Sumomo mo Momo mo: Chijou Saikyou no Yome,Marvelous Entertainment
Sunny Garcia Surfing,Krome Studios
Sunrise Eiyuutan 2,Atelier-Sai
Sunrise Eiyuutan 3,Sunrise Interactive
Sunrise Eiyuutan R,Atelier-Sai
Sunrise World War,Atelier-Sai
Sunsoft Collection,SNK Playmore
Super Bust-A-Move •Super Puzzle BobbleJP,Taito
Super Bust-A-Move 2 •Super Puzzle Bobble 2JP,Taito
Super Dragon Ball Z,Crafts & Meister
Super Farm,Asobo Studio
Super Fruit Fall,SLAM Productions
Super Galdelic Hour,Enix
Super Micchan,Jaleco
Super Monkey Ball Adventure,Traveller's Tales
Super Monkey Ball Deluxe,Sega
Super PickUps,Milestone srl
Super Robot Wars Alpha Premium Edition,Bandai
Super Robot Wars Impact,Banpresto
Super Robot Wars MX,Banpresto
Super Robot Wars Original Generation Gaiden,Banpresto
Super Robot Wars Original Generations,Banpresto
Super Robot Wars: Scramble Commander,Banpresto
Super Robot Wars: Scramble Commander the 2nd,Banpresto
Super Robot Wars Z,Banpresto
Super Robot Wars Z Special Disc,Banpresto
Super Rugby League 2 •NRL Rugby League 2AU,Sidhe Interactive
Super Shanghai 2005,Starfish SD
"Super Trucks Racing •Super TrucksEU,JP",Jester Interactive
Superbike GP,Phoenix Games
Super-Bikes: Riding Challenge,Milestone srl
Supercar Street Challenge,Exakt Entertainment
Superman Returns,EA Tiburon
Superman: Shadow of Apokolips,Infogrames Sheffield
Surf's Up,Ubisoft Montreal
Surfing Air Show with RatBoy,Now Production
Surfing H3O •Surfroid: Densetsu no SurferJP,Opus
Surveillance Kanshisha,Sony Computer Entertainment
The Survival Game •Simple 2000 Series Vol. 56: The Survival GameJP,Best Media
The Survival Game 2 •Simple 2000 Series Vol. 119: The Survival Game 2JP,Best Media
Suzuki Super-bikes II: Riding Challenge,Milestone srl
Suzuki TT Superbikes •TT Superbikes Real Road RacingEU •TT SuperBikesJP,Jester Interactive
Suzuki TT Superbikes: Real Road Racing Championship •TT Superbikes Real Road Racing ChampionshipEU,Jester Interactive
Suzumiya Haruhi no Tomadoi,Banpresto
Suzunone Seven: Rebirth Knot,Alchemist
SVC Chaos: SNK vs. Capcom,SNK Playmore
Sven-Göran Eriksson's World Challenge •WM NationalspielerDE •Marcel Desailly Pro FootballFR,Anco Software
Sven-Goran Eriksson's World Cup Manager,Anco Software
Swashbucklers: Blue vs. Grey,Akella
SWAT: Global Strike Team,Argonaut Games
SWAT: Siege,Phoenix Games
Sweet Legacy,Frontwing
Sweet Season,Takuyo
SweetHoneyComing,Kadokawa Games
Swing Away Golf •Golf ParadiseJP,T&E Soft
Switch,Sega
The Sword of Etheria •OzJP •Chains of PowerKO,Konami
Sword of the Samurai •Kengo 2JP,Genki
Swords of Destiny •Tian Xing: Swords of DestinyJP,Artoon
SX Superstar,Climax Studios
Syberia,Microids
Syberia II,Microids
Syphon Filter: Dark Mirror,Bend Studio
Syphon Filter: Logan's Shadow,Bend Studio
Syphon Filter: The Omega Strain,Bend Studio
The Table Game •Simple 2000 Series Vol. 1: The Table GameJP,Yuki
"Taiheiyou no Arashi: Senkan Yamato, Akatsuki ni Shutsugekisu",SystemSoft
"Taiko: Drum Master •Taiko no Tatsujin: Taiko Drum MasterAS,JP",Namco
Taiko no Tatsujin: Appare Sandaime,Namco
Taiko no Tatsujin: Atsumare! Matsuri Da!! Yondaime,Namco
Taiko no Tatsujin: Doka! to Oomori Nanadaime,Namco
Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,Namco
Taiko no Tatsujin: Go! Go! Godaime,Namco
Taiko no Tatsujin: Tatakon de Dodon ga Don,Namco
Taiko no Tatsujin: Tobikkiri! Anime Special,Namco
Taiko no Tatsujin: Wai Wai Happy Rokudaime,Namco
Taiko no Tatsujin: Waku Waku Anime Matsuri,Namco
Taikou Risshiden IV,Koei
Taikou Risshiden V,Koei
Taikyoku Mahjong: Net de Ron!,Arika
The Tairyou Jigoku •Simple 2000 Series Vol. 113: The Tairyou JigokuJP,Arika
Taisen Hot Gimmick: Axes-Jong,Psikyo
Taisen Hot Gimmick: Cosplay-jong,Psikyo
Taisen! Bakutama Poi Poi •Simple 2000 Ultimate Series Vol. 17: Taisen! Bakudan Poi PoiJP,Psikyo
Taisen(1) Shogi,Mycom
Taisen(2) Igo,Mycom
Taisen(3) Mahjong,Mycom
Taisen(4) Soldier,Mycom
Taishou Mononoke Ibunroku,Gust Co. Ltd.
Taito Legends,Empire Interactive
Taito Legends 2,Empire Interactive
Taito Memories Gekan,Taito
Taito Memories II Gekan,Taito
Taito Memories II Joukan,Taito
Taito Memories Joukan,Taito
Tak 2: The Staff of Dreams,Avalanche Software
Tak and the Guardians of Gross,Blitz Games
Tak and the Power of Juju,Avalanche Software
Tak: The Great Juju Challenge,Avalanche Software
Takahashi Naoko no Marathon Shiyouyo!,Taito
The Tale of Despereaux,Brash Entertainment
Tales of the Abyss,Namco Tales Studio
Tales of Destiny,Namco Tales Studio
Tales of Destiny 2,"Telenet Japan, Wolfteam"
Tales of Destiny: Director's Cut,Namco Tales Studio
Tales of Fandom Vol. 2,Namco Tales Studio
Tales of Legendia,Namco Tales Studio
Tales of Rebirth,Namco Tales Studio
Tales of Symphonia,Namco Tales Studio
Tam Tam Paradise,Global A
Tamayura,Yeti
Tank Elite •Simple 2000 Series Vol. 32: The SenshaJP,Vingt-et-un Systems
Tantei Gakuen Q,Konami
Tantei Jinguuji Saburou: Innocent Black,WorkJam
Tantei Jinguuji Saburou: Kind of Blue,WorkJam
The Taxi 2 •Simple 2000 Series Vol. 109: The Taxi 2JP,Tamsoft
Taxi 3,Ubisoft Montreal
Taxi Rider •Simple 2000 Series Vol. 48: The Taxi: Utenshu wa Kimi daJP,Tamsoft
Taz Wanted,Blitz Games
TBS All-Star Kansha Matsuri 2003-Aki Chou Gouka! Quiz Ketteiban,Hudson Soft
TearRing Saga Series: Berwick Saga,Enterbrain
Technicbeat,Arika
Technictix,Arika
Tecmo Hit Parade,Tecmo
Teen Titans,Artificial Mind and Movement
Teenage Mutant Ninja Turtles,Konami
Teenage Mutant Ninja Turtles 2: Battle Nexus,Konami
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,Konami
Teenage Mutant Ninja Turtles: Mutant Melee,Konami
Teenage Mutant Ninja Turtles: Smash-Up,Game Arts
Teikoku Sensenki,Interchannel
Teitoku no Ketsudan IV with Power-Up Kit,Koei
Tekken 4,Namco
Tekken 5,Namco
Tekken Tag Tournament,Namco
Telly Addicts,Ubisoft
"Tenchu: Fatal Shadows •Tenchu KurenaiAS,JP,KO",K2 LLC
Tenchu: Wrath of Heaven •Tenchu SanJP •Tenchu 3: Wrath of HeavenKO,K2 LLC
Tengai •Tengai Premium PackageKO,Psikyo
Tengai Makyō II: Manji Maru,Hudson Soft
Tengai Makyō III: Namida,Hudson Soft
Tenka-bito,Shade
Tenkuu Danzai Skelter Heaven,Design Factory
Tennis Court Smash •Simple 2000 Series Vol. 8: The TennisJP,HuneX
Tennis Masters Series 2003,Microids
Tennis no Oji-Sama: Card Hunter,WinkySoft
Tennis no Oji-Sama: DokiDoki Survival – Sanroku no Mystic,WinkySoft
Tennis no Oji-Sama: DokiDoki Survival – Umibe no Secret,WinkySoft
Tennis no Oji-Sama: Gakuensai no Oji-Sama,WinkySoft
Tennis no Oji-Sama: Kiss of Prince Flame,WinkySoft
Tennis no Oji-Sama: Kiss of Prince Ice,WinkySoft
Tennis no Oji-Sama: Love of Prince Bitter,WinkySoft
Tennis no Oji-Sama: Love of Prince Sweet,WinkySoft
Tennis no Oji-Sama: Rush & Dream!,Konami
Tennis no Oji-Sama: Saikyou Team o Kessei Seyo!,Konami
Tennis no Oji-Sama: Smash Hit!,Konami
Tennis no Oji-Sama: Smash Hit! 2,Konami
Tennis no Oji-Sama: Sweat & Tears 2,Konami
"Tenohirao, Taiyouni: Eikyuu no Kizuna",PrincessSoft
Tensai Bit-Kun: Gramon Battle,Tose
Tensei Hakkenshi Fuumaroku,Vridge
Tenshi no Present - Marl Ōkoku Monogatari,Nippon Ichi Software
Tenshou Gakuen Gekkouroku,Asmik Ace
Tenshou Gakuen Gensouroku,Asmik Ace
Tentama: 1st Sunnyside,KID
Tentama 2: Wins,KID
Terminator 3: The Redemption,Paradigm Entertainment
Terminator 3: Rise of the Machines,Black Ops Entertainment
Terminator: Dawn of Fate,Paradigm Entertainment
Test Drive •TD Overdrive: The Brotherhood of SpeedEU,Pitbull Syndicate
Test Drive: Eve of Destruction •Driven to DestructionEU,Monster Games
Test Drive Off-Road: Wide Open •Off-Road Wide OpenEU,Angel Studios
Test Drive Unlimited,Melbourne House
Tetris Worlds,Blue Planet Software
Tetris: Kiwame Michi •SuperLite 2000 Puzzle: Tetris: Kiwame MichiEU,Blue Planet Software
Tetsu 1: Densha de Battle!,Vingt-et-un Systems
Tetsujin 28-go,Sandlot
Theme Park Roller Coaster •Theme Park WorldEU •Theme Park 2001JP,Bullfrog Productions
They Came from the Skies,Midas Interactive Entertainment
The Thing •Yuusei Kara no Buutai X: Episode IIJP,Computer Artworks
Thomas & Friends: A Day at the Races,Blast! Entertainment Ltd
Thread Colors: Sayonara no Mukougawa,HuneX
Thrillville,Frontier Developments
Thrillville: Off the Rails,Frontier Developments
Thunder Force VI,Sega
Thunderbirds,Pukka Games
Thunderstrike: Operation Phoenix •Thunderhawk: Operation PhoenixEU,Core Design
Tiger Woods PGA Tour 06,EA Redwood Shores
Tiger Woods PGA Tour 07,EA Redwood Shores
Tiger Woods PGA Tour 08,EA Tiburon
Tiger Woods PGA Tour 09,EA Tiburon
Tiger Woods PGA Tour 10,EA Tiburon
Tiger Woods PGA Tour 2001,EA Redwood Shores
Tiger Woods PGA Tour 2002,EA Redwood Shores
Tiger Woods PGA Tour 2003,EA Redwood Shores
Tiger Woods PGA Tour 2004,EA Redwood Shores
Tiger Woods PGA Tour 2005,EA Redwood Shores
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge •Tim Burton's The Nightmare Before Christmas: Boogy no GyakushuuJP,Capcom
Time Crisis II,Namco
Time Crisis 3,Nextech
Time Crisis: Crisis Zone •Crisis ZonePAL,Namco
TimeSplitters,Free Radical Design
TimeSplitters 2 •TimeSplitter: Jikuu no ShinryakushaJP,Free Radical Design
